axiom	refc	conf	expt	poss	nec	time
"SubClassOf(dbo:Genre dbo:River)"	9639	1	45	0.9034843383168375	0.0	1118518
"SubClassOf(dbo:Genre dbo:Sales)"	9639	1	1098	0.5364825066734121	0.0	16549
"SubClassOf(dbo:Genre dbo:Software)"	9639	10	73	0.8771609057463764	0.0	26689
"SubClassOf(dbo:Genre dbo:Sport)"	9639	6	85	0.8674899205907449	0.0	13173
"SubClassOf(dbo:Genre dbo:Stream)"	9639	1	43	0.9056486012675266	0.0	1117642
"SubClassOf(dbo:Genre dbo:TopicalConcept)"	9639	9639	0	1.0	1.0	44
"SubClassOf(dbo:Genre dbo:Work)"	9639	17	35	0.9148590617389901	0.0	50003
"SubClassOf(dbo:Genre schema:AdministrativeArea)"	9639	1	59	0.8895261679187976	0.0	104063
"SubClassOf(dbo:Genre schema:BodyOfWater)"	9639	1	43	0.9056486012675266	0.0	1115801
"SubClassOf(dbo:Genre schema:Country)"	9639	11	23	0.9309595363594894	0.0	18813
"SubClassOf(dbo:Genre schema:CreativeWork)"	9639	17	35	0.9148590617389901	0.0	50288
"SubClassOf(dbo:Genre schema:Event)"	9639	2	64	0.884955224775696	0.0	94741
"SubClassOf(dbo:Genre schema:Language)"	9639	19	40	0.9089923341925306	0.0	9597
"SubClassOf(dbo:Genre schema:Organization)"	9639	3	46	0.9024203714158523	0.0	284130
"SubClassOf(dbo:Genre schema:Person)"	9639	1	30	0.921164567947774	0.0	180387
"SubClassOf(dbo:Genre schema:Place)"	9639	30	16	0.9424058066123273	0.0	28390
"SubClassOf(dbo:Genre schema:RiverBodyOfWater)"	9639	1	45	0.9034843383168375	0.0	1118891
"SubClassOf(dbo:Genre gml:_Feature)"	9639	10	19	0.9372430704968807	0.0	22349
"SubClassOf(dbo:Genre owl:Thing)"	9639	9556	0	1.0	0.9999629259288426	2568
"SubClassOf(dbo:Genre skos:Concept)"	9639	1043	1	0.9855958464149381	0.0	4297
"SubClassOf(dbo:Genre foaf:Person)"	9639	2	20	0.935614420522765	0.0	171690
"SubClassOf(dbo:Congressman dbo:Agent)"	2810	2810	0	1.0	1.0	64
"SubClassOf(dbo:Congressman dbo:Person)"	2810	2810	0	1.0	1.0	12
"SubClassOf(dbo:Congressman dbo:Politician)"	2810	2810	0	1.0	1.0	16
"SubClassOf(dbo:Congressman schema:Person)"	2810	2810	0	1.0	1.0	12
"SubClassOf(dbo:Congressman gml:_Feature)"	2810	13	0	1.0	0.09607947787149401	5853
"SubClassOf(dbo:Congressman owl:Thing)"	2810	2810	0	1.0	1.0	16
"SubClassOf(dbo:Congressman skos:Concept)"	2810	1	0	1.0	0.02667615278563627	2000
"SubClassOf(dbo:Congressman foaf:Person)"	2810	2810	0	1.0	1.0	20
"SubClassOf(dbo:Song dbo:EurovisionSongContestEntry)"	5268	1102	5	0.9564413870171119	0.0	3772
"SubClassOf(dbo:Song dbo:MusicalWork)"	5268	5268	0	1.0	1.0	28
"SubClassOf(dbo:Song dbo:Work)"	5268	5268	0	1.0	1.0	36
"SubClassOf(dbo:Song schema:CreativeWork)"	5268	5268	0	1.0	1.0	24
"SubClassOf(dbo:Song schema:MusicRecording)"	5268	5268	0	1.0	1.0	20
"SubClassOf(dbo:Song gml:_Feature)"	5268	3	1102	0.38794145304400673	0.0	10185
"SubClassOf(dbo:Song owl:Thing)"	5268	5268	0	1.0	1.0	20
"SubClassOf(dbo:Song skos:Concept)"	5268	1	1102	0.38794145304400673	0.0	8804
"SubClassOf(dbo:Song foaf:Person)"	5268	1	1102	0.38794145304400673	0.0	150370
"SubClassOf(schema:MusicAlbum dbo:AdministrativeRegion)"	148240	1	7	0.9902820158208274	0.0	102042388
"SubClassOf(schema:MusicAlbum dbo:Agent)"	148240	3	1	0.9963269100637046	0.0	3170898
"SubClassOf(schema:MusicAlbum dbo:Album)"	148240	148240	0	1.0	1.0	632
"SubClassOf(schema:MusicAlbum dbo:BodyOfWater)"	148240	1	3	0.9936380430680511	0.0	137954002
"SubClassOf(schema:MusicAlbum dbo:Broadcaster)"	148240	1	8	0.9896110554384994	0.0	62758619
"SubClassOf(schema:MusicAlbum dbo:CollegeCoach)"	148240	1	16	0.9853080119306858	0.0	20088923
"SubClassOf(schema:MusicAlbum dbo:Company)"	148240	1	148237	2.0477730622303625E-10	0.0	142581679
"SubClassOf(schema:MusicAlbum dbo:Country)"	148240	1	4	0.9926538572946263	0.0	21278854
"SubClassOf(schema:MusicAlbum dbo:Event)"	148240	1	148238	9.101208675588168E-11	0.0	63415263
"SubClassOf(schema:MusicAlbum dbo:MilitaryConflict)"	148240	1	148238	9.101208675588168E-11	0.0	25902075
"SubClassOf(schema:MusicAlbum dbo:MusicalWork)"	148240	148240	0	1.0	1.0	740
"SubClassOf(schema:MusicAlbum dbo:NaturalPlace)"	148240	1	3	0.9936380430680511	0.0	190735688
"SubClassOf(schema:MusicAlbum dbo:Organisation)"	148240	2	2	0.9948054751566536	0.0	720177468
"SubClassOf(schema:MusicAlbum dbo:Place)"	148240	4	0	1.0	0.007346142705373756	73387490
"SubClassOf(schema:MusicAlbum dbo:PopulatedPlace)"	148240	3	1	0.9963269100637046	0.0	146717174
"SubClassOf(schema:MusicAlbum dbo:Region)"	148240	1	7	0.9902820158208274	0.0	100640358
"SubClassOf(schema:MusicAlbum dbo:River)"	148240	1	4	0.9926538572946263	0.0	101640711
"SubClassOf(schema:MusicAlbum dbo:Stream)"	148240	1	3	0.9936380430680511	0.0	103771882
"SubClassOf(schema:MusicAlbum dbo:Work)"	148240	148235	2	0.9948054751566536	0.0	98914
"SubClassOf(schema:MusicAlbum schema:AdministrativeArea)"	148240	1	7	0.9902820158208274	0.0	104428382
"SubClassOf(schema:MusicAlbum schema:BodyOfWater)"	148240	1	3	0.9936380430680511	0.0	139224626
"SubClassOf(schema:MusicAlbum schema:Country)"	148240	1	4	0.9926538572946263	0.0	21167098
"SubClassOf(schema:MusicAlbum schema:CreativeWork)"	148240	148235	2	0.9948054751566536	0.0	101606
"SubClassOf(schema:MusicAlbum schema:Event)"	148240	1	148238	9.101208675588168E-11	0.0	63185229
"SubClassOf(schema:MusicAlbum schema:MusicGroup)"	148240	1	4	0.9926538572946263	0.0	14992249
"SubClassOf(schema:MusicAlbum schema:Organization)"	148240	2	2	0.9948054751566536	0.0	719777040
"SubClassOf(schema:MusicAlbum schema:Place)"	148240	4	0	1.0	0.007346142705373756	75033145
"SubClassOf(schema:MusicAlbum schema:RiverBodyOfWater)"	148240	1	4	0.9926538572946263	0.0	101608398
"SubClassOf(schema:MusicAlbum gml:_Feature)"	148240	13	0	1.0	0.013243246086106279	210005
"SubClassOf(schema:MusicAlbum owl:Thing)"	148240	148240	0	1.0	1.0	640
"SubClassOf(schema:MusicAlbum skos:Concept)"	148240	10	1	0.9963269100637046	0.0	85598
"SubClassOf(schema:MusicAlbum foaf:Person)"	148240	29	0	1.0	0.019779260598086025	1626505
"SubClassOf(dbo:ComedyGroup dbo:Agent)"	32	32	0	1.0	1.0	4
"SubClassOf(dbo:ComedyGroup dbo:Organisation)"	32	32	0	1.0	1.0	4
"SubClassOf(dbo:ComedyGroup schema:Organization)"	32	32	0	1.0	1.0	8
"SubClassOf(dbo:ComedyGroup owl:Thing)"	32	32	0	1.0	1.0	4
"SubClassOf(dbo:ComedyGroup skos:Concept)"	32	1	0	1.0	0.24803918541230538	24
"SubClassOf(dbo:ComedyGroup foaf:Person)"	32	25	0	1.0	0.9757809372497497	52
"SubClassOf(dbo:Rocket dbo:Agent)"	304	1	0	1.0	0.08104398022865064	248
"SubClassOf(dbo:Rocket dbo:MeanOfTransportation)"	304	304	0	1.0	1.0	8
"SubClassOf(dbo:Rocket dbo:Person)"	304	1	0	1.0	0.08104398022865064	212
"SubClassOf(dbo:Rocket schema:Person)"	304	1	0	1.0	0.08104398022865064	108
"SubClassOf(dbo:Rocket gml:_Feature)"	304	3	0	1.0	0.14014084476408376	68
"SubClassOf(dbo:Rocket owl:Thing)"	304	304	0	1.0	1.0	0
"SubClassOf(dbo:Rocket skos:Concept)"	304	7	0	1.0	0.21335983773923053	60
"SubClassOf(dbo:Rocket foaf:Person)"	304	1	0	1.0	0.08104398022865064	92
"SubClassOf(dbo:GolfPlayer dbo:Agent)"	2610	2610	0	1.0	1.0	64
"SubClassOf(dbo:GolfPlayer dbo:Athlete)"	2610	2610	0	1.0	1.0	8
"SubClassOf(dbo:GolfPlayer dbo:Person)"	2610	2610	0	1.0	1.0	12
"SubClassOf(dbo:GolfPlayer schema:Person)"	2610	2610	0	1.0	1.0	12
"SubClassOf(dbo:GolfPlayer gml:_Feature)"	2610	1	0	1.0	0.027679174974953404	10977
"SubClassOf(dbo:GolfPlayer owl:Thing)"	2610	2610	0	1.0	1.0	12
"SubClassOf(dbo:GolfPlayer foaf:Person)"	2610	2610	0	1.0	1.0	12
"SubClassOf(schema:Person dbo:Activity)"	1124388	1	862154	0.027576904556791515	0.0	17254479
"SubClassOf(schema:Person dbo:Actor)"	1124388	2670	839837	0.03255252504063144	0.0	10152822
"SubClassOf(schema:Person dbo:AdultActor)"	1124388	1597	840980	0.032287178232891955	0.0	5714437
"SubClassOf(schema:Person dbo:Agent)"	1124388	1124178	76	0.9883733030125026	0.0	467313
"SubClassOf(schema:Person dbo:Aircraft)"	1124388	13	770428	0.050842757034536334	0.0	32360523
"SubClassOf(schema:Person dbo:AmateurBoxer)"	1124388	413	837307	0.033143923270963604	0.0	1478340
"SubClassOf(schema:Person dbo:Ambassador)"	1124388	450	862062	0.02759653227057879	0.0	1934421
"SubClassOf(schema:Person dbo:AmericanFootballPlayer)"	1124388	11884	820000	0.03734028618342733	0.0	35742834
"SubClassOf(schema:Person dbo:Animal)"	1124388	5	654405	0.09154839678750681	0.0	270661427
"SubClassOf(schema:Person dbo:AnimangaCharacter)"	1124388	342	854569	0.029219610380589955	0.0	1495234
"SubClassOf(schema:Person dbo:Architect)"	1124388	1291	860321	0.027969338565799085	0.0	4808536
"SubClassOf(schema:Person dbo:ArchitecturalStructure)"	1124388	1	861575	0.027700552441932924	0.0	521561043
"SubClassOf(schema:Person dbo:Artist)"	1124388	93517	745942	0.05834496191451455	0.0	265384102
"SubClassOf(schema:Person dbo:Astronaut)"	1124388	675	836558	0.03332007940480619	0.0	2626016
"SubClassOf(schema:Person dbo:Athlete)"	1124388	313722	459769	0.19339731982824193	0.0	319234731
"SubClassOf(schema:Person dbo:AustralianRulesFootballPlayer)"	1124388	5840	834578	0.03378811889931199	0.0	18734655
"SubClassOf(schema:Person dbo:Automobile)"	1124388	75	1124199	1.4127366498861704E-8	0.0	56116139
"SubClassOf(schema:Person dbo:BadmintonPlayer)"	1124388	465	839953	0.032525543687948244	0.0	1710082
"SubClassOf(schema:Person dbo:Band)"	1124388	3276	767785	0.051625606615206876	0.0	133082933
"SubClassOf(schema:Person dbo:BaseballPlayer)"	1124388	19807	819719	0.03741060068829649	0.0	57669909
"SubClassOf(schema:Person dbo:BasketballPlayer)"	1124388	6487	832489	0.034285651198864064	0.0	20991596
"SubClassOf(schema:Person dbo:BeachVolleyballPlayer)"	1124388	127	839550	0.032619331148372566	0.0	622606
"SubClassOf(schema:Person dbo:BeautyQueen)"	1124388	1852	861198	0.027781217443823114	0.0	8238264
"SubClassOf(schema:Person dbo:BodyOfWater)"	1124388	2	839627	0.032601400495032906	0.0	424145363
"SubClassOf(schema:Person dbo:Bodybuilder)"	1124388	205	840213	0.0324651109361217	0.0	924926
"SubClassOf(schema:Person dbo:Boxer)"	1124388	3111	837307	0.033143923270963604	0.0	10840353
"SubClassOf(schema:Person dbo:BritishRoyalty)"	1124388	7338	854274	0.029284502656941158	0.0	29585970
"SubClassOf(schema:Person dbo:Broadcaster)"	1124388	53	817276	0.03802486398953697	0.0	91060790
"SubClassOf(schema:Person dbo:Cardinal)"	1124388	507	862543	0.027493993933404126	0.0	2110940
"SubClassOf(schema:Person dbo:Chancellor)"	1124388	86	854583	0.02921653261733914	0.0	669578
"SubClassOf(schema:Person dbo:Chef)"	1124388	417	862095	0.027589491057544158	0.0	1798712
"SubClassOf(schema:Person dbo:ChessPlayer)"	1124388	1055	839363	0.03266289858839899	0.0	4179666
"SubClassOf(schema:Person dbo:ChristianBishop)"	1124388	4749	856858	0.028718646054652686	0.0	21139917
"SubClassOf(schema:Person dbo:Cleric)"	1124388	8053	853554	0.02944319981696175	0.0	33877489
"SubClassOf(schema:Person dbo:CollegeCoach)"	1124388	7707	824803	0.036149246219396636	0.0	25106677
"SubClassOf(schema:Person dbo:Colour)"	1124388	1	676946	0.08258972913580032	0.0	3275397
"SubClassOf(schema:Person dbo:Comedian)"	1124388	1018	840924	0.032300152028431395	0.0	4177309
"SubClassOf(schema:Person dbo:ComicsCharacter)"	1124388	4873	853652	0.02942157300623216	0.0	21290890
"SubClassOf(schema:Person dbo:ComicsCreator)"	1124388	2415	840092	0.032493228064327084	0.0	10695305
"SubClassOf(schema:Person dbo:Company)"	1124388	1	825740	0.03591926839715731	0.0	560344600
"SubClassOf(schema:Person dbo:Congressman)"	1124388	2810	850404	0.03014277628538442	0.0	11656960
"SubClassOf(schema:Person dbo:Country)"	1124388	3	788373	0.04569757511485939	0.0	25921316
"SubClassOf(schema:Person dbo:Cricketer)"	1124388	11614	827912	0.03538915095102724	0.0	35001583
"SubClassOf(schema:Person dbo:Criminal)"	1124388	2063	859549	0.0281354848175287	0.0	9673117
"SubClassOf(schema:Person dbo:Curler)"	1124388	473	839945	0.03252740409354071	0.0	1533691
"SubClassOf(schema:Person dbo:Cyclist)"	1124388	3855	836022	0.0334464419361884	0.0	12853244
"SubClassOf(schema:Person dbo:DartsPlayer)"	1124388	436	839982	0.03251880018629105	0.0	1552425
"SubClassOf(schema:Person dbo:Device)"	1124388	2	861604	0.02769435250813257	0.0	95925130
"SubClassOf(schema:Person dbo:Economist)"	1124388	698	861461	0.027724931609827808	0.0	2769258
"SubClassOf(schema:Person dbo:Engineer)"	1124388	731	860881	0.027849139194451644	0.0	2967898
"SubClassOf(schema:Person dbo:Eukaryote)"	1124388	5	634424	0.09993739586685635	0.0	338588780
"SubClassOf(schema:Person dbo:FashionDesigner)"	1124388	379	842128	0.032021818474031294	0.0	1642015
"SubClassOf(schema:Person dbo:FictionalCharacter)"	1124388	10916	850696	0.030077565150768426	0.0	42424062
"SubClassOf(schema:Person dbo:FigureSkater)"	1124388	3383	805951	0.04094183590476175	0.0	10656283
"SubClassOf(schema:Person dbo:FormulaOneRacer)"	1124388	1005	838062	0.03296685288061152	0.0	3049982
"SubClassOf(schema:Person dbo:GaelicGamesPlayer)"	1124388	3052	837366	0.03313006801716745	0.0	10346443
"SubClassOf(schema:Person dbo:Genre)"	1124388	1	861559	0.027703973404855087	0.0	52438637
"SubClassOf(schema:Person dbo:GolfPlayer)"	1124388	2610	837267	0.03315331839615521	0.0	9533740
"SubClassOf(schema:Person dbo:Governor)"	1124388	2492	850722	0.030071762263759516	0.0	11182391
"SubClassOf(schema:Person dbo:GridironFootballPlayer)"	1124388	18976	820000	0.03734028618342733	0.0	55986355
"SubClassOf(schema:Person dbo:Gymnast)"	1124388	1084	839334	0.03266965777309372	0.0	3645124
"SubClassOf(schema:Person dbo:HandballPlayer)"	1124388	770	839648	0.03259651121587581	0.0	2447933
"SubClassOf(schema:Person dbo:HorseTrainer)"	1124388	220	862830	0.02743290679618904	0.0	1057070
"SubClassOf(schema:Person dbo:IceHockeyPlayer)"	1124388	11535	828883	0.03515350530907213	0.0	35362049
"SubClassOf(schema:Person dbo:InformationAppliance)"	1124388	2	862151	0.02757754447609706	0.0	9107794
"SubClassOf(schema:Person dbo:Infrastructure)"	1124388	1	1124272	5.321739160457639E-9	0.0	514721032
"SubClassOf(schema:Person dbo:Jockey)"	1124388	425	839993	0.032516242498512815	0.0	1459055
"SubClassOf(schema:Person dbo:Journalist)"	1124388	14	863036	0.02738910394129046	0.0	410882
"SubClassOf(schema:Person dbo:Judge)"	1124388	1557	860055	0.02802652787591453	0.0	6248426
"SubClassOf(schema:Person dbo:LacrossePlayer)"	1124388	339	840079	0.03249624967351028	0.0	1337760
"SubClassOf(schema:Person dbo:Legislature)"	1124388	1	841932	0.03206704240831759	0.0	3993878
"SubClassOf(schema:Person dbo:Mammal)"	1124388	4	676384	0.0828066998296928	0.0	40785940
"SubClassOf(schema:Person dbo:MartialArtist)"	1124388	2724	836802	0.03326263949357533	0.0	9626030
"SubClassOf(schema:Person dbo:Mayor)"	1124388	1164	852956	0.02957534756594382	0.0	4673712
"SubClassOf(schema:Person dbo:MeanOfTransportation)"	1124388	91	770350	0.0508657678141099	0.0	136779209
"SubClassOf(schema:Person dbo:Medician)"	1124388	282	845471	0.03125562856868369	0.0	1343888
"SubClassOf(schema:Person dbo:MemberOfParliament)"	1124388	5177	848037	0.03067411831330935	0.0	20478751
"SubClassOf(schema:Person dbo:MilitaryPerson)"	1124388	24367	836570	0.03331725327234125	0.0	85278985
"SubClassOf(schema:Person dbo:Model)"	1124388	1354	861158	0.027789783242811672	0.0	6114867
"SubClassOf(schema:Person dbo:Monarch)"	1124388	2420	859192	0.028212490335340346	0.0	10600234
"SubClassOf(schema:Person dbo:MotorcycleRider)"	1124388	1614	838804	0.03279331716555012	0.0	5644942
"SubClassOf(schema:Person dbo:Murderer)"	1124388	553	859549	0.0281354848175287	0.0	2399641
"SubClassOf(schema:Person dbo:MusicGenre)"	1124388	1	861559	0.027703973404855087	0.0	53640353
"SubClassOf(schema:Person dbo:MusicalArtist)"	1124388	49504	767813	0.05161727916885661	0.0	140125345
"SubClassOf(schema:Person dbo:NascarDriver)"	1124388	836	838231	0.03292728555888358	0.0	2907965
"SubClassOf(schema:Person dbo:NationalCollegiateAthleticAssociationAthlete)"	1124388	538	839880	0.03254252196133234	0.0	1901671
"SubClassOf(schema:Person dbo:NaturalPlace)"	1124388	2	839627	0.032601400495032906	0.0	591760003
"SubClassOf(schema:Person dbo:NetballPlayer)"	1124388	243	840175	0.032473939731355816	0.0	949011
"SubClassOf(schema:Person dbo:Noble)"	1124388	3666	858846	0.028287227956501404	0.0	15622121
"SubClassOf(schema:Person dbo:OfficeHolder)"	1124388	42041	796926	0.04334869004359021	0.0	132499652
